Name,Breed,Color,Size,Energy Level,Gender,Weight (kg),Age (years)
Daisy,Labrador Retriever,Brindle,Medium,Medium,Female,9,10
Leo,Great Dane,Spotted,Large,Low,Female,22,6
Toby,Great Dane,Cream,Medium,Medium,Female,39,3
Charlie,Rottweiler,White,Small,Low,Male,30,11
Leo,Doberman,Golden,Medium,High,Female,31,8
Leo,Boxer,White,Large,High,Female,31,13
Luna,Labrador Retriever,Brown,Small,Medium,Male,44,4
Bailey,Yorkshire Terrier,Spotted,Large,High,Male,17,2
Oliver,Doberman,Brown,Medium,Medium,Female,40,8
Max,Bulldog,Brindle,Medium,Low,Female,39,12
Jack,Border Collie,Cream,Medium,Low,Male,6,8
Charlie,Doberman,Gray,Small,Low,Male,44,12
Chloe,Bulldog,Golden,Medium,Low,Female,14,15
Bella,Labrador Retriever,White,Large,High,Male,10,10
Buddy,Boxer,Black,Small,High,Female,50,14
Bella,Yorkshire Terrier,Spotted,Small,Medium,Female,44,5
Oliver,Dachshund,White,Large,Low,Male,38,14
Toby,Shih Tzu,Cream,Large,High,Male,37,13
Bella,Boxer,Cream,Large,High,Female,24,8
Jack,Pug,Brown,Small,Medium,Female,8,6
Lucy,German Shepherd,Brindle,Large,High,Male,39,10
Daisy,Rottweiler,Brown,Medium,Low,Male,38,9
Sophie,Corgi,Cream,Small,High,Female,24,12
Rocky,Rottweiler,Golden,Small,Low,Female,6,14
Bailey,Poodle,White,Small,Medium,Female,18,3
Sophie,Border Collie,Cream,Small,High,Male,46,2
Lucy,Dachshund,Spotted,Small,High,Female,11,13
Leo,Bulldog,Spotted,Large,Low,Male,30,8
Daisy,Boxer,Cream,Small,Low,Female,49,5
Leo,Dachshund,White,Small,High,Male,34,2
Sadie,Pug,White,Small,Low,Male,35,15
Toby,Pug,Spotted,Medium,Low,Male,26,5
Charlie,Border Collie,Spotted,Small,Low,Male,19,9
Milo,Doberman,Gray,Small,High,Male,30,4
Daisy,Chihuahua,Cream,Small,Low,Female,50,8
Lucy,Corgi,Spotted,Medium,Low,Female,38,6
Cooper,Golden Retriever,Gray,Medium,Low,Male,23,9
Toby,Australian Shepherd,Gray,Medium,Medium,Female,16,15
Toby,Poodle,Cream,Large,High,Male,21,5
Cooper,Corgi,Black,Large,High,Male,46,8
Leo,Poodle,Spotted,Large,Medium,Male,24,14
Stella,French Bulldog,Spotted,Large,Medium,Female,27,5
Cooper,Dachshund,Spotted,Small,Low,Male,9,8
Bailey,Boxer,Brindle,Large,High,Female,15,14
,Boxer,Brindle,Large,High,Female,15,14
Bailey,NaN,NaN,Large,High,Female,15,14
Bailey,,Brindle,Large,High,,,14
